token_age_b,transfers,transactions,buys_m5,sells_m5,buys_h1,sells_h1,volume_m5,volume_h1,price_change_m5,price_change_h1,price_change_h6,price_change_h24,liquidity,market_cap,is_mutable_metadata,is_telegram,is_twitter,is_website,boosts,telegram_members,twitter_days,twitter_tweets,twitter_followers,twitter_smart_followers,sns_held_all,sns_sold_some,sns_sold_all,PNL,profit,sns_most_common,sns_most_common_except_0,tt_f10_bought,tt_f10_sold,sns_f10_bought,sns_f10_sold,sns_no_bought,sns_no_sold,tt_no_bought,tt_no_sold,sns_pnl_loss,tt_pnl_loss
14.77,3792.0,2713.0,524.0,459.0,1573.0,1140.0,211041.3,549958.06,-46.21,32.87,32.87,32.87,48554.08,134855.0,0,0,0,0,10,0,0,0,0,0,14,27,59,-51.05,0,0.0,25.0,10036.0,76292.0,19835.879999999997,27830.620000000003,30,14,77,0,9,0
20.28,5180.0,4946.0,723.0,518.0,2780.0,2166.0,209190.87,919852.89,-5.85,30.95,30.95,30.95,52774.47,152116.0,0,0,1,0,0,0,0,0,0,0,18,22,60,-20.12,0,0.0,25.0,7101.0,22431.0,119298.58,117649.32,30,18,95,0,37,0
21.44,8450.0,10466.0,1159.0,1124.0,5381.0,5085.0,89654.63,640291.38,13.86,193.0,193.0,193.0,72481.07,299140.0,0,1,1,1,0,11,0,0,0,0,22,43,35,64.89,1,25.0,25.0,85998.0,189629.0,76857.45000000001,165306.22999999998,6,22,8,0,20,0
46.52,1602.0,1504.0,144.0,18.0,1067.0,437.0,2764.33,98063.14,37.41,746.0,746.0,746.0,6857.15,19656.0,1,1,1,1,30,16,0,0,0,0,24,17,59,-27.33,0,0.1,0.1,11866.21,29971.0,11895.070000000002,18538.539999999997,6,24,15,0,14,0
33.46,109.0,105.0,0.0,0.0,68.0,37.0,0.0,8519.91,0.0,64.04,64.04,64.04,3640.35,2856.0,0,0,0,0,0,0,0,0,0,0,23,11,23,62.28,1,25.0,25.0,4510.110000000001,3974.5299999999997,4510.110000000001,3974.5299999999997,0,23,0,23,11,11
16.11,2499.0,764.0,43.0,68.0,396.0,368.0,11285.76,134714.6,-24.31,-69.04,-69.04,-69.04,23161.28,31552.0,0,0,0,0,0,0,0,0,0,0,24,9,67,-30.52,0,0.0,25.0,4753.0,28328.0,25130.59,31288.830000000005,24,24,80,0,22,0
39.38,1070.0,634.0,5.0,22.0,334.0,300.0,3741.19,125981.12,-28.36,-18.71,-18.71,-18.71,37265.29,82301.0,0,0,0,0,0,0,0,0,0,0,21,14,65,-23.2,0,0.0,25.0,15231.619999999999,42055.78,16605.36,23090.21,11,21,40,0,4,0
46.71,8123.0,7409.0,5.0,9.0,3939.0,3470.0,544.3,1826130.23,-13.3,-92.37,-92.37,-92.37,12483.12,7655.0,0,0,1,0,0,0,0,0,0,0,13,45,42,-20.83,0,51.0,51.0,400424.0,433845.0,281694.26,287868.3,2,13,30,0,27,0
10.08,2645.0,2901.0,390.0,441.0,1587.0,1314.0,163483.83,748866.35,-80.92,-62.59,-62.59,-62.59,26181.01,38193.0,0,0,0,0,0,0,0,0,0,0,31,16,53,-34.12,0,0.0,51.0,36578.0,141237.0,21998.620000000003,50295.64,21,31,55,0,13,0
12.35,1412.0,1564.0,286.0,161.0,1095.0,469.0,76817.49,449187.91,9.17,157.0,157.0,157.0,75553.49,331289.0,0,1,1,1,0,4,0,0,0,0,47,11,42,-22.01,0,25.0,25.0,52812.0,126841.0,23772.96999999999,43364.0,8,47,35,0,12,0
44.55,5492.0,3239.0,51.0,54.0,1996.0,1243.0,10453.58,478649.77,0.46,53.16,53.16,53.16,51813.32,153215.0,0,1,1,1,60,470,0,0,0,0,14,16,70,67.56,1,25.0,25.0,31305.0,85791.0,14543.490000000002,23745.989999999994,16,14,61,0,13,0
33.58,5642.0,5382.0,165.0,121.0,3239.0,2143.0,52674.09,1238940.58,17.26,-14.4,-14.4,-14.4,40369.41,86509.0,0,0,1,0,100,0,0,0,0,0,10,20,70,70.64,1,0.0,25.0,73898.0,199538.0,43712.439999999995,89304.19,28,10,47,0,14,0
3.09,875.0,536.0,290.0,246.0,290.0,246.0,109934.12,109934.12,-78.35,-78.35,-78.35,-78.35,19392.8,22076.0,0,0,0,0,0,0,0,0,0,0,29,5,66,-36.75,0,0.0,25.0,12509.0,42823.0,16321.290000000003,24835.93,39,29,86,0,23,0
2.52,11.0,93.0,80.0,13.0,80.0,13.0,9154.63,9154.63,628.0,628.0,628.0,628.0,11185.24,28026.0,0,1,1,1,0,4,0,0,0,0,78,7,15,-24.88,0,0.1,0.1,5233.579999999999,3922.93,8160.320000000007,3676.9300000000003,6,78,6,76,5,6
2.59,59918.0,2.0,2.0,0.0,2.0,0.0,1217.89,1217.89,2.58,2.58,2.58,2.58,1549.87,6343078.0,0,0,1,1,30,0,0,0,0,0,1,0,0,-21.52,0,1217.0,1217.0,1217.0,0.0,1217.0,0.0,0,1,0,1,0,0
3.24,2537.0,108.0,66.0,42.0,66.0,42.0,14121.76,14121.76,-12.56,-12.56,-12.56,-12.56,38684.12,88620.0,0,1,1,1,0,72,0,0,0,0,54,4,42,61.04,1,0.0,51.0,7086.9299999999985,11664.130000000001,7637.989999999997,8266.130000000001,29,54,32,49,11,10
2.0,2.0,110.0,50.0,60.0,50.0,60.0,102770.34,102770.34,102118.0,102118.0,102118.0,102118.0,118186.07,129100323.0,1,0,0,0,0,0,0,0,0,0,78,0,22,104.18,1,0.1,0.1,15271.369999999999,21896.05,93654.37000000008,21896.05,12,79,12,79,11,11
2.16,1.0,48.0,47.0,1.0,47.0,1.0,442554.64,442554.64,2627547.0,2627547.0,2627547.0,2627547.0,886240.5,7521248916.0,0,0,0,0,0,0,0,0,0,0,42,0,2,60.88,1,0.1,0.1,443061.05,11.64,443027.24999999965,11.64,2,42,2,45,2,2
2.66,478.0,198.0,120.0,78.0,120.0,78.0,75053.69,75053.69,-9.2,-9.2,-9.2,-9.2,40146.25,94175.0,0,0,0,0,0,0,0,0,0,0,39,15,46,-35.85,0,0.0,25.0,23769.869999999995,44292.07000000001,27597.39,37634.88,30,39,42,24,6,3
4.45,2562.0,242.0,149.0,93.0,149.0,93.0,39933.08,39933.08,-8.98,-8.98,-8.98,-8.98,40099.76,93978.0,0,0,0,0,0,0,0,0,0,0,39,10,51,65.48,1,0.0,25.0,9062.150000000001,23646.820000000003,11054.909999999998,15287.33,44,39,57,19,8,0
5.83,38.0,50.0,26.0,13.0,37.0,13.0,1765.52,2108.74,29.76,84.91,84.91,84.91,3742.11,2987.0,0,0,0,0,0,0,0,0,0,0,23,3,7,-20.23,0,2.59,2.59,1804.4,769.67,1414.4,769.67,0,23,0,24,2,2
3.46,940.0,310.0,138.0,172.0,138.0,172.0,67250.79,67250.79,-60.87,-60.87,-60.87,-60.87,26315.71,40357.0,0,0,0,0,0,0,0,0,0,0,31,7,62,-23.99,0,0.0,25.0,2375.0,26372.0,21172.64,31261.58000000001,47,31,93,0,14,0
29.38,2565.0,2312.0,7.0,72.0,686.0,1626.0,0.09,718278.15,5730.0,349.0,349.0,349.0,1840.78,1037024.0,1,0,0,0,0,0,0,0,0,0,21,33,46,-98.9,0,0.1,0.1,44330.0,326150.0,157055.56000000008,157598.94,8,21,44,0,45,0
3.83,2116.0,615.0,392.0,223.0,392.0,223.0,100262.75,100262.75,-49.82,-49.82,-49.82,-49.82,29828.8,51797.0,0,0,0,0,0,0,0,0,0,0,78,1,21,-21.97,0,25.0,25.0,3905.0,34211.0,5606.289999999998,6745.15,11,78,80,0,10,0
3.96,601.0,845.0,491.0,354.0,491.0,354.0,331024.01,331024.01,41.98,41.98,41.98,41.98,50646.36,147166.0,0,0,0,0,0,0,0,0,0,0,45,6,49,-31.14,0,0.0,25.0,16617.0,74596.0,31208.17,25817.800000000003,36,45,79,0,6,0
5.12,900.0,56.0,38.0,18.0,38.0,18.0,5898.6,5898.6,-8.44,-8.44,-8.44,-8.44,39990.18,94198.0,0,0,0,0,0,0,0,0,0,0,27,2,17,-64.65,0,0.0,25.0,2738.12,3217.4099999999994,2738.12,3217.4100000000003,7,27,7,27,9,9
5.13,826.0,123.0,73.0,50.0,73.0,50.0,26713.85,26713.85,-73.79,-73.79,-73.79,-73.79,21428.99,26975.0,0,0,0,0,0,0,0,0,0,0,47,4,48,-21.21,0,0.0,25.0,8716.49,19140.279999999995,8705.490000000002,19140.280000000002,31,47,31,48,17,17
4.36,776.0,394.0,227.0,167.0,227.0,167.0,97280.3,97280.3,-38.35,-38.35,-38.35,-38.35,33071.79,63830.0,0,0,0,0,0,0,0,0,0,0,30,4,66,89.44,1,0.0,25.0,15809.410000000002,49337.76000000001,23096.34,29584.060000000005,38,30,68,11,24,3
4.9,1002.0,1360.0,695.0,665.0,695.0,665.0,342810.55,342810.55,126.0,126.0,126.0,126.0,63735.67,233777.0,0,1,1,1,0,35,0,0,0,0,43,12,45,-29.31,0,0.0,0.1,34830.200000000084,155043.7200000001,50078.49,143881.47,21,43,24,0,13,2
3.49,82.0,79.0,67.0,12.0,67.0,12.0,5735.72,5735.72,745.0,745.0,745.0,745.0,5235.44,12904.0,1,0,0,0,0,0,0,0,0,0,54,1,11,-21.94,0,0.1,0.1,4067.6899999999987,2365.8599999999997,4067.6899999999987,2047.86,1,54,1,53,3,3
3.28,234.0,702.0,424.0,278.0,424.0,278.0,317317.84,317317.84,-68.67,-68.67,-68.67,-68.67,32600.14,60513.0,0,0,0,0,0,0,0,0,0,0,24,5,71,-33.22,0,0.0,259.0,15868.0,94371.61,66696.81,86163.6,31,24,68,0,36,0
3.02,1372.0,619.0,392.0,227.0,392.0,227.0,920587.56,920587.56,-6.35,-6.35,-6.35,-6.35,40620.01,94084.0,0,0,0,0,0,0,0,0,0,0,28,9,63,-29.09,0,0.0,259.0,354665.13,425285.05,380205.68,408159.75,20,28,49,0,30,0
2.4,1.0,46.0,34.0,12.0,34.0,12.0,30550.58,30550.58,1289.0,1289.0,1289.0,1289.0,25694.79,126416.0,1,1,1,0,0,2,0,0,0,0,34,2,13,-34.68,0,0.1,0.1,24925.850000000002,14804.1,23456.849999999995,13362.1,5,34,5,35,5,5
10.59,1903.0,681.0,72.0,117.0,335.0,346.0,18192.21,119972.94,-51.56,-79.44,-79.44,-79.44,19119.64,21186.0,0,0,0,0,0,0,0,0,0,0,21,14,65,64.12,1,0.0,51.0,5701.0,34146.0,18966.170000000002,23721.84,33,21,80,0,38,0
3.74,3495.0,303.0,180.0,123.0,180.0,123.0,73863.55,73863.55,-19.24,-19.24,-19.24,-19.24,37736.68,83242.0,0,1,1,1,0,12,0,0,0,0,46,10,44,64.94,1,0.0,25.0,21168.76,38330.67999999999,24400.72,27868.62,32,46,68,4,4,0
8.93,1816.0,1810.0,678.0,472.0,1060.0,750.0,350542.89,587480.45,-46.79,24.72,24.72,24.72,48025.97,128594.0,0,0,1,1,0,0,23,1439,266880,15,16,14,70,-33.89,0,0.0,25.0,33791.0,112453.0,44500.88,64152.899999999994,39,16,52,0,13,0
9.24,2359.0,2179.0,784.0,624.0,1194.0,985.0,244203.27,352199.56,62.38,64.1,64.1,64.1,53467.01,162441.0,0,0,0,0,0,0,0,0,0,0,21,18,61,-23.4,0,0.0,25.0,2592.0,16108.0,48924.98,50102.03,30,21,99,0,25,0
13.02,5463.0,1125.0,284.0,203.0,676.0,449.0,102972.72,223013.69,57.59,104.0,104.0,104.0,60238.49,209480.0,0,0,0,0,10,0,0,0,0,0,27,19,54,-26.55,0,0.0,25.0,26473.0,62169.0,9664.590000000002,14301.060000000003,18,27,61,0,18,0
4.63,468.0,258.0,189.0,69.0,189.0,69.0,63735.01,63735.01,37.4,37.4,37.4,37.4,51770.04,157122.0,0,1,1,1,0,2,0,0,0,0,52,8,40,64.61,1,0.0,25.0,20188.660000000003,30430.22,16749.98000000001,20727.76,11,52,12,38,18,14
7.72,536.0,424.0,286.0,23.0,396.0,28.0,41520.09,435075.67,11.03,5119503.0,5119503.0,5119503.0,830954.94,6621229454.0,1,0,1,0,0,0,0,0,0,0,83,5,12,-99.4,0,0.0,0.1,840.4399999999999,9439.960000000001,399705.3799999996,1586.47,20,83,86,80,7,0
24.21,2528.0,2303.0,30.0,20.0,1312.0,991.0,6906.13,602412.45,30.61,-85.41,-85.41,-85.41,16440.69,14969.0,0,0,0,0,0,0,0,0,0,0,12,12,76,-24.47,0,0.0,51.0,61014.0,145439.0,35696.649999999994,48355.22000000001,15,12,61,0,32,0
19.12,2566.0,2281.0,79.0,37.0,1218.0,1063.0,15157.8,581118.26,16.65,-69.22,-69.22,-69.22,24923.55,34218.0,0,0,0,0,0,0,0,0,0,0,7,7,86,-24.85,0,0.0,258.0,13993.0,120586.0,38584.03,50546.549999999996,29,7,79,0,50,0
9.79,1612.0,814.0,49.0,96.0,400.0,414.0,11938.79,146434.27,-52.68,-73.71,-73.71,-73.71,21567.88,27008.0,0,0,0,0,0,0,0,0,0,0,26,8,66,-20.85,0,0.0,51.0,6089.0,42075.0,28752.559999999994,28748.56,33,26,81,0,32,0
9.23,350.0,610.0,157.0,116.0,418.0,192.0,138537.86,253289.57,85.29,28659.0,28659.0,28659.0,62362.93,521295.0,0,1,1,1,0,9,0,0,0,0,80,6,14,-26.77,0,0.1,0.1,36316.09,82624.35,17056.960000000003,10631.99,0,80,10,0,3,0
7.52,659.0,609.0,251.0,154.0,400.0,209.0,183661.54,325884.46,-82.44,19043.0,19043.0,19043.0,51161.7,24029574.0,1,0,0,0,0,0,0,0,0,0,78,8,14,86.89,1,0.1,0.1,10447.259999999998,155199.49000000002,95632.46000000008,96606.39,3,78,8,64,7,14
21.05,1193.0,778.0,17.0,32.0,439.0,339.0,7134.51,178571.17,-39.74,-59.36,-59.36,-59.36,26936.13,41989.0,0,0,0,0,0,0,0,0,0,0,27,9,64,-20.03,0,0.0,25.0,21643.73,48209.0,27533.8,31702.29,12,27,43,0,47,0
9.36,1934.0,1123.0,109.0,93.0,608.0,515.0,26561.54,255942.07,5.83,-41.64,-41.64,-41.64,31873.78,57926.0,0,0,0,0,0,0,0,0,0,0,29,15,56,-25.62,0,0.0,25.0,4981.0,35718.0,40524.8,44222.61,30,29,84,0,27,0
9.46,521.0,394.0,194.0,57.0,313.0,81.0,82404.7,553144.31,6.28,2825985.0,2825985.0,2825985.0,914047.94,8029553816.0,0,0,1,1,10,0,0,0,0,0,74,11,15,60.67,1,0.1,0.1,5753.520000000016,44196.200000000004,464637.3499999993,14850.070000000002,5,74,24,45,7,0
3.07,337.0,253.0,152.0,101.0,152.0,101.0,89217.63,89217.63,-58.65,-58.65,-58.65,-58.65,26798.71,41971.0,0,1,0,1,0,4,0,0,0,0,25,18,57,65.02,1,0.0,25.0,32110.37000000001,53397.93000000001,23356.06,33767.17999999999,28,25,43,15,22,4
10.12,636.0,838.0,304.0,162.0,533.0,305.0,142834.69,223485.34,61.82,79.95,79.95,79.95,56777.69,186081.0,0,1,1,1,500,2,0,0,0,0,32,14,54,-23.87,0,0.0,25.0,13811.0,54595.0,25828.96,31473.22,25,32,61,0,21,0
15.41,3070.0,2786.0,28.0,29.0,1438.0,1348.0,14774.66,400538.72,-10.98,-93.27,-93.27,-93.27,11035.99,6894.0,0,0,1,0,0,0,0,0,0,0,24,0,76,-22.43,0,0.0,25.0,6536.0,27607.0,17690.78,21151.37,29,24,97,0,33,0
47.0,3053.0,1141.0,27.0,24.0,572.0,569.0,4537.34,144223.35,0.84,-60.84,-60.84,-60.84,28876.8,48344.0,0,0,0,0,0,0,0,0,0,0,19,4,77,-22.51,0,0.0,51.0,10861.0,37312.0,14121.29,16352.999999999998,43,19,87,0,35,0
17.41,4286.0,3826.0,47.0,361.0,2026.0,1800.0,22702.33,729756.45,-95.13,-94.11,-94.11,-94.11,11187.28,6895.0,0,0,1,0,0,0,0,0,0,0,14,3,83,-18.88,0,0.0,25.0,21856.0,46009.0,198898.51,198469.97,22,14,97,0,48,0
23.17,5844.0,4563.0,120.0,129.0,2445.0,2118.0,34890.78,1111659.13,-9.06,50.88,50.88,50.88,53513.94,154519.0,0,0,0,0,0,0,0,0,0,0,9,19,72,60.71,1,0.0,257.0,16218.0,103960.0,13782.480000000001,31015.44,38,9,75,0,9,0
45.24,172.0,146.0,8.0,2.0,111.0,35.0,492.17,17062.43,17.43,496.0,496.0,496.0,11400.95,19769.0,0,1,1,0,10,270,0,0,0,0,53,9,21,64.27,1,25.0,25.0,10229.31,6839.5199999999995,10229.310000000003,6839.5199999999995,1,53,1,53,9,9
39.71,7678.0,726.0,5.0,16.0,389.0,337.0,961.45,87453.84,-6.81,-42.29,-42.29,-42.29,31569.0,58371.0,0,1,0,0,0,67,0,0,0,0,17,11,72,63.29,1,0.0,25.0,5144.0,24675.0,10144.12,19665.449999999997,22,17,71,0,36,0
21.02,717.0,773.0,147.0,46.0,612.0,161.0,81765.96,669790.42,10.59,4892436.0,4892436.0,4892436.0,971461.36,7579552170.0,0,0,1,0,10,0,0,0,0,0,43,17,40,-97.33,0,0.1,0.1,17404.269999999942,31549.069999999996,462252.5599999997,31559.1,1,43,1,36,15,1
30.78,2318.0,1085.0,164.0,88.0,781.0,304.0,69409.87,664240.32,2.9,3247202.0,3247202.0,3247202.0,923001.67,6849960980.0,0,1,1,0,10,1892,0,0,0,0,45,20,35,-3.53,0,0.1,0.1,28805.43,60512.03,438494.2599999998,20451.519999999997,2,45,24,0,13,0
29.66,7400.0,8595.0,808.0,722.0,4665.0,3930.0,385269.5,2385470.17,33.61,54.3,54.3,54.3,57660.96,158831.0,0,0,1,0,0,0,0,0,0,0,13,50,37,-89.69,0,0.0,25.0,453528.0,472818.0,293204.01,295423.38,7,13,9,0,21,0
37.96,5229.0,4874.0,226.0,118.0,2840.0,2034.0,91741.14,1425977.86,130.0,155.0,155.0,155.0,73002.25,283018.0,0,0,1,1,0,0,0,0,0,0,13,11,76,-31.45,0,0.0,257.0,112212.0,260964.0,134733.09,176063.85,14,13,54,0,30,0
16.8,2215.0,3768.0,1534.0,103.0,3464.0,304.0,41212.45,170943.08,13.6,4354.0,4354.0,4354.0,28315.82,129127.0,0,1,1,1,0,5,0,0,0,0,36,38,26,62.51,1,0.1,0.1,42036.12999999999,49142.30999999999,44846.46000000001,44785.829999999994,1,36,25,23,26,0
35.19,7610.0,8046.0,1114.0,806.0,4481.0,3565.0,1069330.68,3459799.23,-36.49,753.0,753.0,753.0,141662.4,998612.0,0,0,1,1,10,0,0,0,0,0,6,23,71,62.63,1,0.0,514.0,120000.0,363143.0,36468.189999999995,91250.04000000001,31,6,34,0,8,0
4.33,614.0,575.0,345.0,230.0,345.0,230.0,76165.82,76165.82,12.21,12.21,12.21,12.21,47521.37,132106.0,0,0,0,0,0,0,0,0,0,0,35,16,49,-64.08,0,0.0,25.0,3849.0,22272.0,19728.600000000002,20098.0,33,35,99,0,20,0
6.54,390.0,398.0,179.0,149.0,220.0,178.0,176570.6,301388.84,-79.73,2539.0,2539.0,2539.0,19187.98,3318694.0,1,0,0,0,0,0,0,0,0,0,65,8,27,-78.36,0,0.0,0.1,13901.760000000006,154890.8,108486.07000000007,107906.95999999999,15,65,23,49,12,15
5.36,608.0,450.0,120.0,171.0,217.0,233.0,82166.14,263147.56,-80.69,-97.49,-97.49,-97.49,12265.63,8642.0,0,0,0,0,0,0,0,0,0,0,23,7,70,-24.05,0,0.0,25.0,84491.0,123775.53000000001,86940.44999999998,99031.4,29,23,83,0,41,0
6.06,13479.0,484.0,212.0,128.0,285.0,199.0,45123.76,109621.64,5.08,36.37,36.37,36.37,49862.14,145395.0,0,1,0,1,0,14,0,0,0,0,27,12,61,-36.01,0,0.0,25.0,6256.0,26121.0,31651.579999999998,34733.6,37,28,72,0,4,0
7.26,944.0,692.0,330.0,191.0,468.0,224.0,283969.58,416781.99,-83.75,25961.0,25961.0,25961.0,59941.41,32872689.0,1,0,0,0,0,0,0,0,0,0,79,8,13,-57.65,0,0.1,0.1,16745.750000000007,214829.52000000002,104653.74000000008,91618.39,5,79,10,62,2,7
33.45,744.0,720.0,294.0,300.0,367.0,353.0,391457.84,445546.06,35.32,41.17,41.17,41.17,16615.32,184486.0,0,0,0,0,0,0,0,0,0,0,19,6,66,77.39,1,0.1,0.1,283644.61,282196.20999999996,258480.61,257320.21,0,19,0,19,62,64
4.73,1810.0,438.0,221.0,217.0,221.0,217.0,78948.89,78948.89,-57.1,-57.1,-57.1,-57.1,27613.62,44584.0,0,0,0,0,0,0,0,0,0,0,38,5,57,-27.07,0,0.0,259.0,5402.0,25808.0,16758.480000000003,18224.370000000003,32,38,90,0,16,0
3.47,816.0,1072.0,637.0,435.0,637.0,435.0,277051.94,277051.94,71.7,71.7,71.7,71.7,55083.82,174758.0,0,0,0,0,0,0,0,0,0,0,22,36,42,-41.5,0,0.0,25.0,8769.0,57691.0,12328.130000000003,21357.03,24,22,77,0,16,0
3.05,1594.0,932.0,575.0,357.0,575.0,357.0,407044.45,407044.45,239.0,239.0,239.0,239.0,79125.8,358244.0,0,0,0,0,0,0,0,0,0,0,32,25,43,105.67,1,0.0,259.0,31226.0,133097.0,39859.759999999995,59319.54,26,32,75,0,9,0
3.65,1428.0,815.0,460.0,355.0,460.0,355.0,280383.49,280383.49,-32.24,-32.24,-32.24,-32.24,34930.58,70436.0,0,0,0,0,0,0,0,0,0,0,33,3,64,-41.33,0,0.0,25.0,3319.0,47376.0,61390.65999999999,60606.02999999999,31,33,90,0,22,0
6.21,1343.0,1544.0,798.0,538.0,918.0,626.0,307266.31,353741.63,20.5,49.54,49.54,49.54,51701.62,152305.0,0,1,0,1,60,2,0,0,0,0,31,7,62,-47.44,0,0.0,25.0,15344.0,71513.0,16256.920000000002,25153.23,32,31,81,0,9,0
9.26,746.0,415.0,38.0,71.0,217.0,198.0,7950.56,86215.12,-42.16,-74.7,-74.7,-74.7,20787.31,25148.0,0,0,0,0,0,0,0,0,0,0,19,11,70,66.47,1,0.0,25.0,9968.74,29468.369999999995,23649.190000000002,31861.159999999996,29,19,69,0,35,0
7.64,302.0,155.0,23.0,16.0,99.0,56.0,5963.86,71788.46,54.18,21.26,21.26,21.26,45893.54,123282.0,0,0,0,0,0,0,0,0,0,0,48,12,40,-24.99,0,0.0,25.0,33702.159999999996,35531.229999999996,36971.090000000004,34627.23,13,48,13,47,15,15
5.52,1893.0,414.0,249.0,165.0,249.0,165.0,99383.68,99383.68,-26.86,21.78,21.78,21.78,48823.63,139074.0,0,0,0,0,0,0,0,0,0,0,53,9,38,-21.73,0,0.0,25.0,8986.840000000002,41606.33,16440.740000000005,11972.720000000001,15,53,55,10,24,5
6.09,364.0,233.0,204.0,29.0,204.0,29.0,439110.0,439110.0,3230605.0,3230605.0,3230605.0,3230605.0,793573.27,5030860840.0,0,0,1,0,10,0,4,0,96,0,80,11,9,61.67,1,0.1,0.1,6370.810000000002,24784.91,413524.66999999987,15033.84,2,80,6,74,3,0
7.46,579.0,807.0,285.0,249.0,493.0,314.0,335536.72,510876.53,-97.84,6491.0,6491.0,6491.0,30307.13,8308721.0,1,0,0,0,0,0,0,0,0,0,84,4,12,-39.2,0,0.1,0.1,29684.569999999985,257411.89,122497.93000000008,10668.23,0,84,14,41,4,17
7.11,87.0,64.0,7.0,5.0,33.0,31.0,1430.38,61164.74,-16.45,-95.33,-95.33,-95.33,9020.95,4760.0,0,0,0,0,0,0,0,0,0,0,19,1,27,-0.99,0,0.0,0.1,22483.629999999994,38470.92,22483.629999999994,38470.92,16,19,16,19,7,7
4.68,818.0,784.0,448.0,336.0,448.0,336.0,160146.49,160146.49,5.8,5.8,5.8,5.8,45192.5,118377.0,0,0,0,0,0,0,0,0,0,0,18,33,49,60.19,1,0.0,285.0,5317.0,18406.0,30743.510000000002,33280.5,29,18,96,0,18,0
5.89,2304.0,261.0,84.0,92.0,151.0,110.0,55989.09,98156.86,-33.28,-19.48,-19.48,-19.48,37047.74,80151.0,0,0,0,0,0,0,0,0,0,0,34,18,48,-0.62,0,25.0,25.0,43056.569999999985,49826.63,31734.909999999996,34280.729999999996,10,34,31,21,30,17
3.86,2295.0,1887.0,1094.0,793.0,1094.0,793.0,1289711.29,1289711.29,194.0,194.0,194.0,194.0,75514.09,310456.0,0,1,1,0,0,1,655,106,3720,15,17,26,57,-28.06,0,0.0,12.0,106957.0,213473.0,142191.64,151867.57,37,17,68,0,5,0
5.16,122.0,92.0,50.0,38.0,53.0,39.0,37958.73,41000.33,-95.31,-95.23,-95.23,-95.23,9099.49,4848.0,0,0,0,0,0,0,0,0,0,0,25,2,36,0.31,0,0.0,25.0,12500.05,28469.45,12500.050000000003,28469.45,16,25,16,25,21,21
5.69,233.0,224.0,58.0,66.0,124.0,100.0,12116.7,88125.05,-66.08,-89.34,-89.34,-89.34,11257.89,7353.0,0,0,0,0,0,0,0,0,0,0,20,8,72,-25.86,0,0.0,25.0,23187.709999999992,46666.20000000002,34133.49,49865.36000000001,17,20,21,31,48,32
5.51,876.0,999.0,486.0,485.0,512.0,487.0,487402.32,497104.83,-58.15,-33.06,-33.06,-33.06,38283.14,83208.0,0,0,0,0,0,0,0,0,0,0,17,10,73,-88.25,0,0.0,25.0,9909.0,102405.0,45819.62000000001,60846.61,27,17,93,0,14,0
5.47,56.0,154.0,116.0,38.0,116.0,38.0,17822.97,17822.97,449.0,449.0,449.0,449.0,8128.95,22455.0,0,1,1,1,0,4,25,1,93,1,67,6,27,-21.6,0,25.0,25.0,3916.3199999999997,5950.049999999999,9894.780000000002,7292.049999999999,8,67,8,67,13,10
4.46,2245.0,586.0,299.0,287.0,299.0,287.0,73875.34,73875.34,-61.69,-61.69,-61.69,-61.69,25869.71,39027.0,0,0,0,0,0,0,0,0,0,0,35,5,60,-20.04,0,0.0,25.0,1061.0,21210.0,6765.65,10137.510000000002,21,35,93,0,37,0
6.69,1452.0,917.0,336.0,291.0,517.0,400.0,129083.82,202574.05,-10.34,-56.59,-56.59,-56.59,28234.3,45460.0,0,0,0,0,0,0,0,0,0,0,25,9,66,-29.89,0,0.0,26.0,17072.0,53850.0,19180.59,29756.170000000002,33,25,79,0,37,0
4.72,230.0,346.0,274.0,72.0,274.0,72.0,94459.93,94459.93,87.77,87.77,87.77,87.77,63260.4,233900.0,0,0,0,0,0,0,0,0,0,0,56,18,26,62.63,1,130.0,130.0,40774.74999999996,56878.729999999996,24868.97,20557.440000000002,1,56,9,33,13,8
5.3,331.0,693.0,314.0,379.0,314.0,379.0,272661.18,272661.18,-94.47,-94.47,-94.47,-94.47,10965.77,6888.0,0,0,0,0,0,0,0,0,0,0,26,9,65,167.28,1,0.0,26.0,13588.0,88524.0,39397.75000000001,40131.450000000004,15,26,91,0,35,0
8.84,1653.0,1504.0,185.0,216.0,813.0,691.0,178065.1,611449.09,-18.22,-72.99,-72.99,-72.99,22478.78,27583.0,0,0,0,0,0,0,0,0,0,0,15,7,78,75.34,1,0.0,26.0,56311.0,127713.0,32744.999999999993,61796.2,23,15,65,0,38,0
7.41,415.0,301.0,196.0,56.0,242.0,59.0,102331.8,494059.83,10.92,3463155.0,3463155.0,3463155.0,825240.39,5423799551.0,0,0,1,0,10,0,0,0,0,0,69,17,14,-98.56,0,0.1,0.1,9718.07,31500.510000000002,428114.3999999998,22020.29,2,69,6,67,12,3
3.71,1000000.0,2.0,2.0,0.0,2.0,0.0,94.45,94.45,1.12,1.12,1.12,1.12,3273.52,17633736.0,0,1,1,1,0,0,547,5674,16040,105,2,0,0,0.0,0,73.0,73.0,93.0,0.0,93.0,0.0,0,2,0,2,0,0
7.19,1240.0,847.0,299.0,297.0,463.0,384.0,69184.11,100741.72,-5.65,85.97,85.97,85.97,27.85,186013.0,0,0,0,0,0,0,0,0,0,0,23,55,22,-83.11,0,0.1,0.1,16500.870000000006,29418.049999999996,16278.3,13603.5,2,24,18,21,45,15
